num_shots,total_samples,valid_json_rate,schema_match_rate,key_f1_mean,key_precision_mean,key_recall_mean,item_f1_mean,item_precision_mean,item_recall_mean,tree_edit_similarity_mean,avg_generation_time
0,20,0.65,0.0,0.22884857479591844,0.259045868347339,0.20876531606794763,0.1463784193473394,0.1611893090569561,0.1358996797549429,0.3916400679174712,18.596110212802888
1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.693951678276065
3,20,0.9,0.05,0.6946884239767402,0.6875294323465679,0.7077419875446191,0.591549792634885,0.5852313440679808,0.6024833010556694,0.7816683462617218,13.68649801015854
5,20,0.7,0.1,0.6086374479195047,0.6084925663282441,0.6118235266195793,0.5516310334618179,0.5516747250352882,0.554108101693628,0.648986388166829,17.774525833129882
7,20,0.35,0.05,0.31720899658550394,0.31675700189716205,0.3186839320523531,0.2752150737543169,0.2746316302880948,0.27664567669172935,0.32392834404023707,39.4577256321907
