num_shots,total_samples,valid_json_rate,schema_match_rate,key_f1_mean,key_precision_mean,key_recall_mean,item_f1_mean,item_precision_mean,item_recall_mean,tree_edit_similarity_mean,avg_generation_time
0,5,0.6,0.0,0.23146551724137931,0.24285714285714288,0.22222222222222224,0.14008620689655174,0.14821428571428572,0.1336111111111111,0.37407562221281054,11.527467250823975
1,5,0.6,0.2,0.4881203007518796,0.47368421052631576,0.5052631578947369,0.4556390977443609,0.44210526315789467,0.47171052631578947,0.5602841830065359,11.985251569747925
3,5,1.0,0.4,0.9742547425474255,0.9888888888888889,0.9616161616161616,0.9338753387533876,0.9461988304093568,0.9232323232323234,0.9718367346938775,7.052956771850586
10,5,0.4,0.2,0.4,0.4,0.4,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.39591836734693875,30.357008838653563
30,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94843134880066
50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.35955243110656
